type,latitude,longitude,asset_id,history,owner_type,title,art_date,company,service_manager,makers,property,description,classification,Geo Point,Geo Shape,road_segment,location
Sculpture,-37.818,144.9468,1560993,,Not Owned,Poise,2005,VicUrban,,Warren Langley,Victoria Point,"Made from toughened safety glass and LED lighting within a steel frame, Poise is shimmering and crystalline by day and glowing blue by night. According to the artist, ""It would appear that every culture has within its mythology a sacred vessel. These vessels are variously perceived as receptacles of something precious, whether spiritual intent or otherwise. Here, the precarious position of the vessel speaks of the delicate state of balance.""",Sculpture,"-37.818010565097374, 144.94683073925555","{""coordinates"":[144.94683073925555,-37.818010565097374],""type"":""Point""}",,"Victoria Point approximately 29m NE of Bendigo And Adelaide Bank, 108 Harbour Esplanade, Docklands, 3008"
Sculpture,-37.8211,144.9697,1086517,,Owned,Farnex Hercules,Unknown,City of Melbourne,Arts & Culture Branch,Unknown,Queen Victoria Gardens,"A marble replica bust of Hercules as found in the Vatican Museum, Rome. Dramatically represented with powerful shoulders and head twisted to the right, Farnex Hercules is a classical representation of a powerful hero. The bust sits atop two large granite blocks fixed one on top of the other.   Half god, half-human, Hercules was both the most famous hero of ancient times and the most beloved.  Born out of an illicit affair between Zeus and a beautiful mortal woman, Alcmene, Hercules had to bear tremendous hardship at the hand of Hera, wife of Zeus and Queen of the Gods. His is the story of a man so strong and courageous, whose deeds were so mighty, and who so endured all the hardships that were given to him, that when he died, Hercules was brought up to Mount Olympus to live with the gods.  Farnex Hercules was donated to the city by well-known solicitor, politician, newspaper proprietor and educationalist Theodore Fink. He acquired the bust and a replica of the Belvedere Apollo as gifts to the people of Melbourne, when visiting Rome; the works were unveiled in 1928. Fink's donation marked the end of a tradition of placing copies of classical statuary in Melbourne's public gardens, a tradition that took root in the 1860s. Most were removed by the 1930s.  The two busts were unveiled on the 2 October 1928 at the main entry to the Queen Victoria Gardens.  Fink hoped the busts would  'not only beautify our parks but elevate the taste of people and help them to appreciate fine things, stimulate the national love of beauty, that will express itself in the work of Australian sculptors and artists. ' This donation marked the end of a tradition of placing copies of classical statuary in Melbourne 's public gardens.  Since the 1860s the Fitzroy, Flagstaff and Carlton Gardens had been profusely ornamented with casts of sculptures from the National Gallery and elsewhere.  But by Fink 's time these had gone out of fashion and were allowed to deteriorate.  Most were removed by the 1930s. The position of the busts was slightly altered when Alexandra Avenue was lowered to pass below St Kilda Road. ",Sculpture,"-37.821109293482905, 144.96967311696216","{""coordinates"":[144.96967311696216,-37.821109293482905],""type"":""Point""}",,Queen Victoria Gardens
Sculpture,-37.8075,144.9583,1088161,,Owned,Passage,1994,City of Melbourne,Arts & Culture Branch,"Stoner, Mark",Queen Victoria Market,"In 1991 Mark Stoner was commissioned to undertake a memorial to the former cemetery site and those once buried here. Stoner 's monumental, non-representational sculpture evokes the timelessness and symbolism of an ancient Egyptian pyramid. He has described the work as  'a passage for memories or dreams ', but the site is also a place of passage between worlds. Stonemasons cworked his design by hand, using a material Stoner chose for its link to the founding of Melbourne.  A bronze plaque alongside a map of the former cemetery reads:  'Passage commemorates the Old Melbourne General Cemetery, which was located on this site between 1837 and 1917. The illustration is based on a 1863 map. In 1878 the market expanded and took up the area between Victoria and Fulton Streets, three quarters of the Jewish allotment and all the Society of Friends and Aboriginal allotments. Between 1920 and 1922, 914 bodies were exhumed and reinterred in other cemeteries around Melbourne. By 1936 the Queen Victoria Market expanded to take up the entire Old Melbourne General Cemetery site. '  Unveiled 13th May 1994   Unveiled 13th May 1994",Sculpture,"-37.80745242967464, 144.95830671628437","{""coordinates"":[144.95830671628437,-37.80745242967464],""type"":""Point""}",,"Queen Victoria Market approximately 7m West of Joe Leuzzi Flowers, Kiosk, 90 Therry Street, Melbourne, 3000"
Sculpture,-37.8135,144.9656,1086744,<br>,Owned,Weathervanes,1993,City of Melbourne,Arts & Culture Branch,"Jenkins, Daniel",,"Four weathervanes, in the shapes of a horse, pig, fish and bird, positioned above tram poles which rotate with the wind. Hand beaten copper with gold leaf detail.  Each of the four weathervanes takes the shape of an animal: a horse, pig, fish and bird. They are positioned high on tram poles to give aerial performances with each gust of wind. The vanes have been conceived to represent specific aspects of Melbourne: the bird symbolises the city's parks and gardens; the horse symbolises its culture and sport; the fish refers to its waterways; and the pig represents the city's hope and future ' the latter a tongue-in-cheek reference to `pigs can fly'. Jenkins said of the sculpture, `I wanted each of these weathervanes to be cartoon-like and even frivolous. We take our cities for granted and with the daily pedestrian bustle it is always business as usual. It takes something very unusual to attract someone's eye. I want people to look up and smile!'  The City of Melbourne commissioned Jenkins to make this work, which took him four months to complete. Lord Mayor Councillor Des Clark unveiled Weathervanes at 11am on Friday 19 March 1993.",Sculpture,"-37.81353704463541, 144.9656409310818","{""coordinates"":[144.9656409310818,-37.81353704463541],""type"":""Point""}",Intersection of Bourke Street and Swanston Street,"Intersection of Bourke Street and Swanston Street approximately 28m SE of Strandbags, Gnd, Bmt & Lvl 1, 179-183 Swanston Street, Melbourne, 3000"
Sculpture,-37.7949,144.9403,1086691,,Owned,Hotham Hill Seat,1995,City of Melbourne,,"McPherson, Bernice; Christenson, Di; Perry, Craig; in collaboration with the local community",,This curved painted-metal seating is sited at the gateway into Hotham Estate. Three photo-etched stainless-steel panels feature stylised birds and form part of the seat's back.  ,Sculpture,"-37.7949352206982, 144.9403407552676","{""coordinates"":[144.9403407552676,-37.7949352206982],""type"":""Point""}",,"Approximately 10m South of 30 Buncle Street, North Melbourne, 3051"
Sculpture,-37.8206,144.9631,1636984,Developed with the support of the Australian and Victorian Governments and the City of Melbourne.,Owned,"World Within, World Without",2010,City of Melbourne,,"BODYCOMB, Helen",Southbank Promenade,"Mosaic slate, granite and glass,  This artwork reflects the constellations above Victoria at 11am on 16 November 2009, when Prime Minister Kevin Rudd made his national apology to the `Forgotten Australians'. Wattle blossoms represent the 1000 most visible stars and planets, one for every 100 children who were in Victorian state care.   We remember the thousands of children who, up until the 1990s, grew up in Victorian orphanages, children's homes and foster homes, and were separated from their families and deprived of love and nurturing. Many were frightened, abused and neglected by a system responsible for their safety and wellbeing.  We acknowledge the many shattered lives and the courage and strength of those who survived.  ",Sculpture,"-37.82061839181149, 144.9631284056871","{""coordinates"":[144.9631284056871,-37.82061839181149],""type"":""Point""}",,"Southbank Promenade approximately 55m SE of Sandridge Rail Bridge, Southbank, 3006"
Sculpture,-37.8221,144.9707,1086738,,Owned,Water Children,1970,City of Melbourne,Arts & Culture Branch,"Robinson, John Edward",Queen Victoria Gardens,"Two small bronze children, a girl and a boy, leaning over a stream that meanders down to the lake. The girl is kneeling on her hands and knees, the boy lying down, one foot in the air, one hand scooping the water.  Like The Pathfinder, this sculpture was in fact commissioned by Conzinc Riotinto (now known as Rio Tinto). It was purchased by the City of Melbourne in 1973 as a part of its re-landscaping of the gardens. While this sculpture wasn't commissioned for the site, it demonstrates a shift towards more realist statuary that engages with its environment.",Sculpture,"-37.8221241231269, 144.9706619741479","{""coordinates"":[144.9706619741479,-37.8221241231269],""type"":""Point""}",,Queen Victoria Gardens
Sculpture,-37.8187,144.9469,1092464,,Owned,Aurora,2005,City of Melbourne,,"BARTLETT, Geoffrey",,"The large sculptural work Aurora, at Victoria Point, engages with the history of Docklands. The work's central component is a sweeping netlike form constructed in stainless steel, held aloft by three curved and tapering stainless-steel legs. It is suggestive of technologies once used to move cargo between ships and shore, underscoring the historical importance of the site as a shipping port.  The work encourages passers-by to walk through it, but the vertical elements also draw the viewer's attention up to the main, netlike component, challenging them to consider its meaning.   Named after the Greek goddess of dawn, Aurora's stainless-steel surface is highly reflective and responds to changes in natural light during the day. By night, the main component is lit internally, creating the impression of a glowing orb suspended above street level. ",Sculpture,"-37.81869383024415, 144.94685633758888","{""coordinates"":[144.94685633758888,-37.81869383024415],""type"":""Point""}",Harbour Esplanade between Bourke Street and La Trobe Street,"Harbour Esplanade between Bourke Street and La Trobe Street approximately 25m West of De Gusto, 768B Bourke Street, Docklands, 3008"
Sculpture,-37.8151,144.9415,1092461,,Owned,Silence,2002,City of Melbourne,,"Mauriks, Adrian",Newquay Promenade,"Silence comprises 13 sculptural elements in fibreglass resin, which unfold across an area of 18.5 metres by 12.5 metres outside Arkley Tower. The tallest of the sculptures stands 4.6 metres high. Coated in white acrylic paint, the sensuous, smooth forms that comprise the work suggest an abstracted natural environment, which becomes surreal by night when the sculpture is lit. The work has a quiet presence, invoking contemplation and yet inviting the viewer to walk among the elements and to touch them. The artist says of the work that it is `a series of forms arousing to the mind, appealing to memory'.  The state government requires that all Docklands developers spend one per cent of their project costs commissioning integrated artworks. Silence was the first significant artwork to be installed at NewQuay.",Sculpture,"-37.81510709421359, 144.9415465168603","{""coordinates"":[144.9415465168603,-37.81510709421359],""type"":""Point""}",Newquay Promenade between Saint Mangos Lane and Rakaia Way,"Newquay Promenade approximately 20m NE of All Smiles, 55B Newquay Promenade, Docklands, 3008"
Sculpture,-37.8115,144.9752,1291344,,Owned,Great Petition,2008,City of Melbourne,Arts & Culture Branch,"HEWITT, Susan; LEE, Penelope",Burston Reserve,"(Aka Women's Suffrage)  A white scroll-like structure, which is twenty metres long and imposing on the small reserve.   Great Petition is a sculpture by Susan Hewitt and Penelope Lee, commemorating the 100th anniversary of female suffrage in Victoria. The plinth, designed in consideration of the sloping site, is made of bluestone, grounding the artwork in an archetypal Melbourne material. Alongside the sculpture, there is a didactic panel by Australian historian, Professor Marilyn Lake, explaining the history of women 's suffrage in Victoria.   Launched on 3 December, 2008, Great Petition constitutes a contemporary interpretation of the Monster Petition ' a petition with more than 30,000 signatures presented to Parliament in 1891 as evidence of the wide-spread support to given women Victorians voting rights. Female suffrage was finally granted in 1908 with the passage of the Adult Suffrage Act.  Supporters: Victorian Women 's Trust and Dulux ",Sculpture,"-37.811529640687034, 144.97517029157777","{""coordinates"":[144.97517029157777,-37.811529640687034],""type"":""Point""}",,"Burston Reserve approximately 23m NE of Tram Shelter, 11 Macarthur Street, East Melbourne, 3002"
Sculpture,-37.819,144.973,1559615,"Owned by  the National Gallery of Victoria. On long term loan to City of Melbourne.<br><br>Credit Line: Commissioned by the National Gallery of Victoria in collaboration with The Australian Bicentennial Authority and with the assistance of the following sponsors: The Commonwealth Industrial Gases Limited, Fellow, and The Sidney Myer Fund, Governor, through The Art Foundation of Victoria, the Crafts Board and Visual Arts / Craft Board of the Australia Council, the Melbourne Moomba Festival Ltd, Australian Building Adhesives Pty Ltd, Big S Scaffolding, Blythe Colours (Australia) Pty Ltd, D. G. Whelan Hi-Lift Rentals, the Ferro Corporation, (Australia) Pty Ltd, Johnson Tiles Pty Ltd, R. Downes and L. Grace, the Readymix Group, Tubemakers of Australia Ltd and Wormald Fire Systems, 1988",Not Owned,Angel,1988,National Gallery of Victoria,,"Halpern, Debbie (1957-) <br>Deborah Halpern is a sculptor, mosaic artist and ceramic artist working in Victoria Australia.",Birrarung Marr,"From 1988 until 2005, Deborah Halpern's ceramic sculpture was sited in the southern moat of the National Gallery of Victoria on St Kilda Road. With its joyful spirit and arresting form, the 10-metre-high sculpture here attracted the attention of passers-by and soon became one of the city's best known and loved public artworks. A renowned sculptor and ceramicist, Melbourne-based Halpern pushed the boundaries of ceramic art with Angel, creating a semi-abstract work that resembles a three-legged llama in form and on which more than 4000 individually cut and hand-painted tiles are fixed to its concrete and steel armature. The colourful images adorning this work reveal Picasso's influence on Halpern's art. Since 2005, Angel has been sited on the banks of the Yarra in Birrarung Marr, where the viewers can for the first time see it from all sides. It remains part of the collection of the National Gallery of Victoria, which commissioned the work in collaboration with the Australian Bicentennial Authority.",Sculpture,"-37.818954244841606, 144.97295915208258","{""coordinates"":[144.97295915208258,-37.818954244841606],""type"":""Point""}",,Birrarung Marr
Sculpture,-37.8198,144.9633,1092459,Commissioned by CoM Public Art Program 2007,Owned,Ecophene,2007,City of Melbourne,,Karen Abernethy with Kiko Gianocca,Queensbridge Square,"Curtain of flowing water installed under arch of Sandridge Bridge, Yarra River. Ecophene re-inhabits this site where the destruction of the Yarra Yarra's waterfall in 1883 had irreversible consequences for the river's ecology.",Sculpture,"-37.81980563381243, 144.96328536951518","{""coordinates"":[144.96328536951518,-37.81980563381243],""type"":""Point""}",Sandridge Rail Bridge between Southbank Promenade and Flinders Walk,"Queensbridge Square approximately 34m South of Signal, Northbank, Flinders Walk, Melbourne, 3000"
Sculpture,-37.7963,144.9269,1638161,,Owned,Faces,2012,City of Melbourne,,"GORMAN, Julia",Warun Biik Park,"Created by artist Julie Gorman this sculpture depicts faces in profile taken from art works from all over the world and assembled around a steel pole. The work, suggesting a kind of world globe, responds to the idea of people from all over the world living together in one shared space. Each face is painted a different colour to create a visual effect. Passers-by can clearly see each distinct profile standing out from the others. The work was created to form part of a series of artworks located in the Kensington development.",Sculpture,"-37.79627940870039, 144.92687427968494","{""coordinates"":[144.92687427968494,-37.79627940870039],""type"":""Point""}",,"Warun Biik Park approximately 39m SW of 34 Derby Street, Kensington, 3031"
Sculpture,-37.8181,144.9718,1638163,,Owned,Futurescape,2013,City of Melbourne,,"BODYCOMB, Helen (and the children at ArtPlay)",Birrarung Marr,"ArtPlay developed its `Backyard' area over a number of years ' consulting with children and families regarding both the physical environment and the programming for the Backyard. As part of this process, children worked with artist Ann Ferguson to make ceramic tiles in the shape of trees and buildings later incorporated into the project Futurescape.  The Bank of Melbourne then supported a new project Futurescape with Helen Bodycomb where a collaborative mosaic work would be created on the `planes' of a giant split rock. The project involved 8 sessions where children developed the ideas for and drew pictures of a future Melbourne. Together with Helen, the children then made some of the elements they had drawn using mosaics and helped to lay them out. Approximately 80 children were involved.  Helen completed the work in her studio in Castlemaine.   This project exemplifies ArtPlay's work of bringing children and professional artists together to work on artistic projects; where the children have a genuine contribution to the work created.",Sculpture,"-37.81810144655276, 144.9717599103583","{""coordinates"":[144.9717599103583,-37.81810144655276],""type"":""Point""}",,"Birrarung Marr approximately 23m North of Toilet Birrarung Marr, Batman Avenue, Melbourne, 3000"
Sculpture,-37.8161,144.9672,1561983,,Owned,Warin the Wombat,2002,City of Melbourne,,"McKenna, Des",City Square,"Warin the Wombat was carved on location at City Square from a 2½ tonne red gum log and sits happily in a sandpit. Carving of the wombat took 2 weeks to complete behind safety barriers erected by the Melbourne City Council to enable the citizens of Melbourne to follow its creation. Many people visited the site on an almost daily basis to follow the progress and it 's completion in January 2002. The wombat is named "" Warin "" pronounced Wareeyn , a name derived from the local dialect of the two most important Aboriginal tribes of the Melbourne area.  Due to the Melbourne Metro Rail Project Warin the Wombat has moved to a new location beside the Yarra River at Birrarung Marr.",Sculpture,"-37.81609978073489, 144.96717855091975","{""coordinates"":[144.96717855091975,-37.81609978073489],""type"":""Point""}",,"City Square approximately 16m SW of Three Below, Shop 3, 207 Collins Street, Melbourne, 3000"
Sculpture,-37.8186,144.9687,1560994,,Not Owned,Red Centre,2006,Federation Square,,Konstantin Dimopoulos,Federation Square,"Fire, light and the Australian outback are evoked in Red Centre by Konstantin Dimopoulos. Red Centre was commissioned for Federation Square and is a permanent sculpture between the Main Square and the Yarra River. It provides a visual link between the top of River Terrace and the creative spaces of Birrarung Marr and ArtPlay.",Sculpture,"-37.81856096072415, 144.96871769443098","{""coordinates"":[144.96871769443098,-37.81856096072415],""type"":""Point""}",,"Federation Square approximately 14m North of Riverland Bar, Vault, 1-9 Princes Walk, Melbourne, 3000"
Sculpture,-37.8192,144.9472,1092465,,Owned,Signature Work,2004,City of Melbourne,,"FLOYD, Emily",,"Melbourne artist Emily Floyd's Signature Work is a playful addition to the public art collection at Docklands. Resembling an abstracted toy rabbit, it is intended to amuse and confound passers-by. Standing nearly four metres high and coated in black polyurethane paint, the aluminium-plate sculpture is also reminiscent of futuristic creations such as Darth Vader, or the menacing rabbit figure in the film Donny Darko. Planted in the urban landscape of Docklands, the presence of this giant rabbit is both cute and unsettling as it looms over the viewer.  ",Sculpture,"-37.819243144249036, 144.9472467890078","{""coordinates"":[144.9472467890078,-37.819243144249036],""type"":""Point""}",Waterview Walk between Bourke Street and Batmans Hill Drive,"Waterview Walk between Bourke Street and Batmans Hill Drive approximately 19m West of Nawab's Palace Dine In, 20 Waterview Walk, Docklands, 3008"
Sculpture,-37.828,144.9737,1086516,,Owned,Nurse Edith Cavell Memorial,1926,City of Melbourne,Arts & Culture Branch,"Baskerville, Margaret",Kings Domain South,"Marble bust of Nurse Edith Cavell on granite pedestal.   Born in Melbourne in 1861, Margaret Baskerville studied painting at Melbourne's National Gallery School and Victorian Academy, and later undertook private lessons with Charles Douglas Richardson. Between 1904 and 1906 she studied sculpture with Edouard Lanteri at the Royal College of Art, London. On her return to Australia, she quickly became the country's most acclaimed woman sculptor and was responsible for a number of major civic memorials in Melbourne and in rural towns, including Sir Thomas Bent (Brighton), and war memorials at Alexandra and Maryborough. One such piece is her marble bust of the English nurse Edith Cavell. This work commemorates a woman whose beneficence delivered her a tragic end, which is depicted on the cast-bronze relief panels on the bust's pedestal.  Edith Cavell trained as nurse in the late 1890s. In 1907, she was posted in Brussels to assist in establishing a modern nursing system at the Berkendael Medical Institute. At the outbreak of World War One she was left in charge of the hospital and what is now known as the Red Cross. During that time she assisted more than 200 Belgian, British and French soldiers who had been separated from their armies, or who had escaped German detention. In 1915, she was accused of conspiring to help prisoners escape, and was tried by a military court in Brussels. She was convicted and sentenced to death, along with four others. Cavell was executed by firing squad on 12 October 1915; she was still wearing her nurse's uniform. Her last words feature on one of the memorial's plaques: `I know now that patriotism is not enough. I must have no hatred and no bitterness towards anyone.' Cavell's body was returned to England in 1919, where a full military service was conducted at Westminster Abbey.  The appeal for funds for a Cavell memorial garnered such support in Australia that much of the money was devoted to assisting incapacitated war nurses. In 1916, the Edith Cavell Trust Fund was officially inaugurated in Victoria; it lasted nearly 60 years, until 1974. ",Sculpture,"-37.82798784492698, 144.97369916788776","{""coordinates"":[144.97369916788776,-37.82798784492698],""type"":""Point""}",,Kings Domain South
Sculpture,-37.8142,144.9667,1092456,Commissioned by CoM as part of CH2 artworks,Owned,CH2 Rooftop Landscape,2006,City of Melbourne,Arts & Culture Branch,David Wong,Council House 2,"Sliced rock flitches and plant climbing frames, creating rooftop landscape",Sculpture,"-37.814157002700625, 144.96673361826416","{""coordinates"":[144.96673361826416,-37.814157002700625],""type"":""Point""}",,"Council House 2 approximately 10m NW of Swensk, Shop 1, 230 Little Collins Street, Melbourne, 3000"
Sculpture,-37.8211,144.9698,1086518,,Owned,Apollo Belvedere,Unknown,City of Melbourne,Arts & Culture Branch,Unknown,Queen Victoria Gardens,"This marble bust is a replica of the Apollo Belvedere found in Rome's Vatican Museum. Known as the Greek god of the sun, Apollo would harness four horses to his chariot each day to drive the sun across the sky. In art, the youthful Apollo is traditionally seen as the epitome of beauty, but this god also has associations with music, prophecy and medicine.   Belvedere Apollo was donated to the city by well-known solicitor, politician, newspaper proprietor and educationist Theodore Fink. He acquired the bust and a replica of the Farnex Hercules for the people of Victoria when he was visiting Rome. The works were sited at the main entrance to Queen Victoria Gardens when they were unveiled in 1928; their location was slightly altered when Alexandra Avenue was lowered to pass beneath St Kilda Road. Fink's donation marked the end of a tradition of placing copies of classical statuary in Melbourne's public gardens, a practice that took hold in the 1860s and lasted into the early decades of the 20th century.    The two busts were unveiled on the 2 October 1928 at the main entry to the Queen Victoria Gardens.  Fink hoped the busts would  'not only beautify our parks but elevate the taste of people and help them to appreciate fine things, stimulate the national love of beauty, that will express itself in the work of Australian sculptors and artists.  'This donation marked the end of a tradition of placing copies of classical statuary in Melbourne 's public gardens.  Since the 1860s the Fitzroy, Flagstaff and Carlton Gardens had been profusely ornamented with casts of sculptures from the National Gallery and elsewhere.  But by Fink 's time these had gone out of fashion and were allowed to deteriorate.  Most were removed by the 1930s. The position of the busts was slightly altered when Alexandra Avenue was lowered to pass below St Kilda Road. ",Sculpture,"-37.82105938009447, 144.969757416659","{""coordinates"":[144.969757416659,-37.82105938009447],""type"":""Point""}",,Queen Victoria Gardens
Sculpture,-37.81,144.9736,1282595,,Owned,Pastor Sir Doug Nicholls and Lady Gladys Nicholls,2007,City of Melbourne,Arts & Culture Branch,"Laumen, Louis; Murray, Ngarra",Parliament Reserve,"Bronze memorial statue of Pastor Sir Doug Nicholls and Lady Gladys Nicholls  Sculptor Louis Laumen's intention with these life-size bronze figures was to create a literal representation of his subjects' place in public life, acknowledging them as great catalysts for social change. Sir Doug steps forward in conversation and Lady Gladys stands with him. In the bluestone paving below, Ngarra Murray's etching incorporates the totems Bigarrumdja the Emu and Waa the Crow with diamond-shaped markings. These traditional symbols mark her great-grandparents' connection to country. The position of the statue is significant, located between the two key locales of Sir Doug work, Fitzroy and state parliament.  Sir Doug Nicholls was the pastor of Australia's first Aboriginal Church of Christ, in Fitzroy, Melbourne, and in 1957 became a field officer for the Aboriginal Advancement League. His commitment to Indigenous welfare made him a natural representative for Aboriginal people, and he was awarded a MBE for his efforts in 1957. He worked as a lay preacher at the Gore Street Mission Centre from 1935, but he really began working with disadvantaged Aboriginal people in the early 1940s through the Aboriginal Advancement League. In 1968, he was awarded an OBE for his work and became a member of the new Victorian Ministry of Aboriginal Affairs. In 1972, he was the first Aboriginal person to be knighted, and four years later he became the governor of South Australia.  Like her husband, Gladys Nicholls was born at Cummeragunga Aboriginal station in NSW. After the death of her first husband, Howard Nicholls, in 1942, Gladys married his brother Doug. She was committed to working towards the welfare of the underprivileged, as well as for the rights of women. Gladys was a charity worker and fundraiser, and among other achievements became secretary of the National Aboriginal and Torres Strait Islander Women's Council and the Victorian state president in the 1970s.   Together the Nicholls were prominent campaigners for Indigenous rights and justice, and this memorial statue, first proposed by the Department of Justice and keenly supported by the Nicholls' family, recognises this. It is the first memorial sculpture in Melbourne dedicated to Aboriginal leaders, and its presence strengthens the visibility of Indigenous people and cultural diversity in Melbourne. ",Sculpture,"-37.81002307787697, 144.97364211216924","{""coordinates"":[144.97364211216924,-37.81002307787697],""type"":""Point""}",,Parliament Reserve
Sculpture,-37.8215,144.9712,1086741,,Owned,The Genie,1973,City of Melbourne,Arts & Culture Branch,"BASS, Tom",Queen Victoria Gardens,"Bronze figure on a bronze plinth that combines the features and characteristics of an Egyptian cat and a lion with a triangular face and pointed ears. The back section of the sculpture is flat to encourage play.  Tom Bass was born in Lithgow, NSW, in 1916. After a hiatus in his studies during World War Two, he graduated from the National Art School in 1948. Bass gained inspiration for his work from his extensive travels, which is apparent in The Genie. One of Australia's leading sculptors, Bass has created some of the country's most significant works, such as the entrance sculpture at Canberra's National Library, Trial of Socrates at the University of Melbourne's Wilson Hall and Ethos in Canberra's Civic Square.  In 1971, sculptor Peter Corlett presented the concept of a children's play sculpture to Melbourne City Council. The commission for this sculpture went to Bass. The Genie's design is a synthesis of Western and Eastern art forms, and combines the characteristics of an Egyptian cat with a lion. It was designed to complement its natural surroundings, while still being able to attract the attention of children. Its form and textured surface are intended to encourage play and to extend children's experience of art by inviting direct physical contact. In part, its inscription reads: `The Genie / A fantasy play sculpture / for children'.",Sculpture,"-37.82148770181237, 144.9711947232973","{""coordinates"":[144.9711947232973,-37.82148770181237],""type"":""Point""}",,Queen Victoria Gardens
Sculpture,-37.8157,144.9462,1559913,,Not Owned,Art Wall,2000,VicUrban,,Peter D. Cole,Channel 7 Melbourne Broad Cast Centre,"Art Wall was commissioned by the Seven Network for the rear of its building. The piece is about the relationship between television and image - the nature of television as a transmitter of electronic images, the perception of those images, and the intimacy of television as a medium. A series of small windows contain three distinct 3D installations -a diorama, a scale model of a television room with a tiny working television set, and a series of printed glass elements.",Sculpture,"-37.81569486070456, 144.9462026449502","{""coordinates"":[144.9462026449502,-37.81569486070456],""type"":""Point""}",,Channel 7 Melbourne Broad Cast Centre
Sculpture,-37.8188,144.9451,1559912,,Not Owned,Aqualung,2006,VicUrban,,John Mead,National@Docklands,"Melbourne artist John Mead's Aqualungis a sleek and abstract sculpture that is loosely based on the breathing apparatus of the human body. It has a peaceful, contemplative and timeless presence in the busy public thoroughfare in the North-South link of the NAB buildings. Appearing to emerge from underground, Aqualung quietly disrupts the breezeway and the clean, efficient architecture that surrounds it - and like much of Mead's work, has the ability to take one's breath away.",Sculpture,"-37.818843311029966, 144.94506762996465","{""coordinates"":[144.94506762996465,-37.818843311029966],""type"":""Point""}",Captains Walk,"National@Docklands approximately 64m North of National Australia Bank, 808 Bourke Street, Docklands, 3008"
Sculpture,-37.807,144.9646,1656982,,Owned,Standing by Tunnerminnerwait and Maulboyheenner,2016,City of Melbourne,,"Andrew, Brook; Walter, Trent",,"Standing by Tunnerminnerwait and Maulboyheenner is a commemorative marker by artists Brook Andrew and Trent Walter, commissioned by the City of Melbourne in early 2016, and opened publicly on 11 September 2016.  Artist statement Standing by Tunnerminnerwait and Maulboyheenner is a permanent marker that is experimental and empowering. It begs contemporary viewers to embrace innovative processes of how to remember their tragic story through historical artistic representations of the ready-made object.   The permanent marker comprises six brightly coloured newspaper stands, a static solid bluestone swing, indigenous food and medicine plantings and a reproduction suburban Victorian style fence.  The brightly coloured newspaper stands represent colours of both the Aboriginal and Australian flags: red, white, blue yellow and black. Australian and Aboriginal law have often clashed and this story is one that represents this clash, hence the colours of the flags coming together. Newspapers in each stand acknowledge diverse early colonial and Aboriginal histories of Melbourne and Tasmania, heritage stories and the specific story of Tunnerminnerwait and Maulboyheener.  The static solid bluestone swing and tomb-like structure with the names Tunnerminnerwait and Maulboyheenner engraved on the side invites visitors to the site to sit, contemplate and reflect. The children's swing seat becomes the tomb, laden with memory and history.  The pavement in bluestone and a woven wire gate reflect the nostalgic history of Melbourne. The bluestone path, a continuation from the Old Melbourne Gaol connects the two sites, signifying connection to a complex history involving crime and punishment in early Melbourne  The structure sits amongst indigenous medicine plants that are useful for regeneration and native to the landscape of Parperloihener clan (Cape Grim), Iarapuna (Bay of Fires), Woiworung and Boonwurrung of the Kulin Nation (Melbourne).  The viewer will learn not only about history and the significance of this story, but will also about the importance of Aboriginal medicines and land care, which relate directly to the care of the body and culture.  Standing by Tunnerminnerwait and Maulboyheenner creates an educational platform to ensure longevity of their story, and invites Melbourne locals and visitors to discover how this story informs our knowledge of Aboriginal history and contested histories of colonisation.",Sculpture,"-37.80700265749862, 144.9645692680851","{""coordinates"":[144.9645692680851,-37.80700265749862],""type"":""Point""}",Franklin Street between Victoria Street and Swanston Street,"Franklin Street between Victoria Street and Swanston Street approximately 38m SW of Royal Melbourne Institute Of Technology, 80-92 Victoria Street, Carlton, 3053"
Sculpture,-37.8073,144.9592,1088242,,Owned,Wind Contrivance,1995,City of Melbourne,Arts & Culture Branch,"FRASER, Pauline",,"This large bronze sculpture ' featuring an array of vegetables, fish and an Aboriginal fishing net ' looks whimsically to the relationship between the land and city, tradition and lifestyle, production and consumption.   In 1994, the City of Melbourne commissioned Fraser to undertake Wind Contrivance through its Percent for Art Program. The work was sculpted in Fraser's studio at Lurg, 20 kilometres from Benalla, and cast at the Meridian Foundry in Fitzroy. Wind Contrivance is sited at Queen Victoria Market, a centre point between land and city, and a cipher through which the country harvest is distributed to city dwellers.  Unveiled 22 August 1996 ",Sculpture,"-37.80725189160194, 144.95923056581196","{""coordinates"":[144.95923056581196,-37.80725189160194],""type"":""Point""}",Therry Street between Elizabeth Street and Queen Street,"Therry Street between Elizabeth Street and Queen Street approximately 16m North of Rear, 93 Therry Street, Melbourne, 3000"
